created at,id,favorite count,retweet count,is retweet,source,in reply to user_id,text
Thu Oct 12 17:06:26 +0000 2017,918523263554412544,52052,12853,False,Media Studio,,"The time has come to take action to IMPROVE access, INCREASE choices, and LOWER COSTS for HEALTHCARE! 
➡️https://t.co/mz5fdveTVh https://t.co/dDZLsKuNSe"
Thu Oct 12 12:45:29 +0000 2017,918457595618365441,80734,16941,False,Twitter for iPhone,,The Fake News Is going all out in order to demean and denigrate! Such hatred!
Thu Oct 12 11:07:00 +0000 2017,918432809282342912,64982,13433,False,Twitter for iPhone,,"...We cannot keep FEMA, the Military &amp; the First Responders, who have been amazing (under the most difficult circumstances) in P.R. forever!"
Thu Oct 12 10:58:53 +0000 2017,918430769776914432,50926,10164,False,Twitter for iPhone,,...accountability say the Governor. Electric and all infrastructure was disaster before hurricanes. Congress to decide how much to spend....
Thu Oct 12 10:49:42 +0000 2017,918428456869916672,47405,10197,False,Twitter for iPhone,,"""Puerto Rico survived the Hurricanes, now a financial crisis looms largely of their own making."" says Sharyl Attkisson. A total lack of....."
Thu Oct 12 10:04:11 +0000 2017,918417002733154305,37718,6731,False,Twitter for iPhone,,Clips from tax speech and @seanhannity on @foxandfriends now. Have a great day!
Thu Oct 12 00:55:52 +0000 2017,918279015928037377,0,10406,True,Twitter for iPhone,,RT @realDonaldTrump: I will be interviewed tonight on @FoxNews by @SeanHannity at 9pmE. Enjoy!
Thu Oct 12 00:40:57 +0000 2017,918275261011038210,60730,13520,False,Media Studio,,"In even the darkest moments, the light of our people has shown through their goodness, their courage and their love. #USA🇺🇸 https://t.co/8JK8aM2a1L"
Thu Oct 12 00:17:37 +0000 2017,918269386997321730,0,7042,True,Twitter for iPhone,,RT @realDonaldTrump: I will be interviewed tonight on @FoxNews by @SeanHannity at 9pmE. Enjoy!
Thu Oct 12 00:09:42 +0000 2017,918267396493922304,87960,20348,False,Twitter for iPhone,,"Network news has become so partisan, distorted and fake that licenses must be challenged and, if appropriate, revoked. Not fair to public!"
Wed Oct 11 23:56:08 +0000 2017,918263984029085697,31715,5611,False,Twitter for iPhone,,Joining @SeanHannity tonight at 9pmE on @FoxNews. Enjoy! https://t.co/RCfiJus5Rw
Wed Oct 11 23:28:49 +0000 2017,918257107182473216,56587,12276,False,Twitter for iPhone,,"We need a tax system that is FAIR to working families &amp; that encourages companies to STAY in America, GROW in America, and HIRE in America🇺🇸 https://t.co/u9ZgijgLE3"
Wed Oct 11 21:32:07 +0000 2017,918227740700102657,57891,10407,False,Twitter for iPhone,,I will be interviewed tonight on @FoxNews by @SeanHannity at 9pmE. Enjoy!
Wed Oct 11 21:18:49 +0000 2017,918224393062551552,27928,5082,False,Twitter for iPhone,,"Join me LIVE at 5:45pmE from Harrisburg, Pennsylvania! 
#TaxReform #USA🇺🇸
https://t.co/fDUEMpRTcE https://t.co/1mMjl1HNpl"
Wed Oct 11 19:50:03 +0000 2017,918202052102279170,0,14904,True,Twitter for iPhone,,RT @realDonaldTrump: Happy to announce we are awarding $1M to Las Vegas - in order to help local law enforcement working OT to respond to l…
Wed Oct 11 19:49:21 +0000 2017,918201878479073280,114117,19130,False,Twitter for iPhone,,Happy to announce we are awarding $1M to Las Vegas - in order to help local law enforcement working OT to respond to last Sunday’s tragedy.
Wed Oct 11 13:55:44 +0000 2017,918112884630093825,99249,23284,False,Twitter for iPhone,,"With all of the Fake News coming out of NBC and the Networks, at what point is it appropriate to challenge their License? Bad for country!"
Wed Oct 11 13:45:22 +0000 2017,918110279367643137,73826,18962,False,Twitter for iPhone,,"Fake @NBCNews made up a story that I wanted a ""tenfold"" increase in our U.S. nuclear arsenal. Pure fiction, made up to demean. NBC = CNN!"
Wed Oct 11 10:47:10 +0000 2017,918065431939829760,105174,20408,False,Twitter for iPhone,,It is about time that Roger Goodell of the NFL is finally demanding that all players STAND for our great National Anthem-RESPECT OUR COUNTRY
Wed Oct 11 10:36:37 +0000 2017,918062778522505216,84312,19401,False,Twitter for iPhone,,"The Democrats want MASSIVE tax increases &amp; soft, crime producing borders.The Republicans want the biggest tax cut in history &amp; the WALL!"
Wed Oct 11 10:31:18 +0000 2017,918061437750267904,74375,15430,False,Twitter for iPhone,,It would be really nice if the Fake News Media would report the virtually unprecedented Stock Market growth since the election.Need tax cuts
Wed Oct 11 10:26:50 +0000 2017,918060313748164608,54905,11212,False,Twitter for iPhone,,"...if Congress gives us the massive tax cuts (and reform) I am asking for, those numbers will grow by leaps and bounds. #MAGA"
Wed Oct 11 10:21:15 +0000 2017,918058910673760258,79314,18196,False,Twitter for iPhone,,"Stock Market has increased by 5.2 Trillion dollars since the election on November 8th, a 25% increase. Lowest unemployment in 16 years and.."
Wed Oct 11 01:21:43 +0000 2017,917923131003719681,77256,15932,False,Twitter for iPhone,,"...fired. This story is totally made up by the dishonest media.The Chief is doing a FANTASTIC job for me and, more importantly, for the USA!"
Wed Oct 11 01:15:26 +0000 2017,917921548677328896,69502,16058,False,Twitter for iPhone,,"The Fake News is at it again, this time trying to hurt one of the finest people I know, General John Kelly, by saying he will soon be....."
Tue Oct 10 23:29:47 +0000 2017,917894963832246272,66095,14143,False,Twitter for iPhone,,"My great honor to host the 2017 back-to-back #StanleyCup Champion Pittsburgh Penguins at the WH with @FLOTUS today!
https://t.co/qyT4bcHVuR https://t.co/rBwGmhMnPX"
Tue Oct 10 13:34:58 +0000 2017,917745272448602115,0,7440,True,Twitter for iPhone,,RT @IsraelUSAforevr: @realDonaldTrump  https://t.co/dBvwKDdesD
Tue Oct 10 12:50:55 +0000 2017,917734186848579584,62413,14669,False,Twitter for iPhone,,"The Failing @nytimes set Liddle' Bob Corker up by recording his conversation. Was made to sound a fool, and that's what I am dealing with!"
Tue Oct 10 12:13:54 +0000 2017,917724872905777155,58333,11411,False,Twitter for iPhone,,"Highly respected author, Christopher Bedford, just came out with book, ""The Art of the Donald, Lessons from America's...."" Really good book!"
Tue Oct 10 10:42:23 +0000 2017,917701841466593280,95652,20210,False,Twitter for iPhone,,"With Jemele Hill at the mike, it is no wonder ESPN ratings have ""tanked,"" in fact, tanked so badly it is the talk of the industry!"
Tue Oct 10 10:30:28 +0000 2017,917698839846576130,99677,22622,False,Twitter for iPhone,,"Since Congress can't get its act together on HealthCare, I will be using the power of the pen to give great HealthCare to many people - FAST"
Tue Oct 10 10:18:34 +0000 2017,917695847063805952,86752,22242,False,Twitter for iPhone,,"The problem with agreeing to a policy on immigration is that the Democrats don't want secure borders,they don't care about safety for U.S.A."
Tue Oct 10 10:13:47 +0000 2017,917694644481413120,138388,32459,False,Twitter for iPhone,,"Why is the NFL getting massive tax breaks while at the same time disrespecting our Anthem, Flag and Country? Change tax law!"
Tue Oct 10 02:31:49 +0000 2017,917578384800124929,0,16640,True,Twitter for iPhone,,RT @IvankaTrump: .@realDonaldTrump stock market rally is close to becoming the greatest in 85 years https://t.co/5WlZa82Mij
Tue Oct 10 02:30:46 +0000 2017,917578120819068928,1787,474,False,Twitter for iPhone,,We have just begun! https://t.co/x8pSdEB2Ur
Tue Oct 10 01:51:32 +0000 2017,917568245854605313,166116,34557,False,Twitter for iPhone,,"A big salute to Jerry Jones, owner of the Dallas Cowboys, who will BENCH players who disrespect our Flag.""Stand for Anthem or sit for game!"""
Mon Oct 09 18:35:04 +0000 2017,917458408927842305,69189,16500,False,Twitter for iPhone,,"""President Donald J. Trump Proclaims October 9, 2017, as #ColumbusDay"" https://t.co/cbQRst4lN4"
Mon Oct 09 11:05:13 +0000 2017,917345200414035969,109311,20791,False,Twitter for iPhone,,The trip by @VP Pence was long planned. He is receiving great praise for leaving game after the players showed such disrespect for country!
Mon Oct 09 10:50:34 +0000 2017,917341511754436609,107533,21479,False,Twitter for iPhone,,"Our country has been unsuccessfully dealing with North Korea for 25 years, giving billions of dollars &amp; getting nothing. Policy didn't work!"
Sun Oct 08 23:58:43 +0000 2017,917177470532636672,75617,14656,False,Twitter for iPhone,,"""The Republican Party is racking up record amounts of small dollar donations - fueled by Trump supporters.....""   @nypost  Thank you!"
Sun Oct 08 23:37:34 +0000 2017,917172144710103040,78014,19880,False,Media Studio,,Nobody could have done what I’ve done for #PuertoRico with so little appreciation. So much work! https://t.co/k2jAkIpfjI
Sun Oct 08 20:51:57 +0000 2017,917130468025348096,80627,18418,False,Twitter for iPhone,,"Bob Corker gave us the Iran Deal, &amp; that's about it. We need HealthCare, we need Tax Cuts/Reform, we need people that can get the job done!"
Sun Oct 08 19:51:06 +0000 2017,917115154504077313,0,4454,True,Twitter for iPhone,,RT @opinionsamerica: @realDonaldTrump Strong administration leads to a strong response.
Sun Oct 08 19:49:32 +0000 2017,917114761057357824,66259,11653,False,Twitter for iPhone,,FEMA and first responders are working hard (yet again) on Hurricane Nate. Military helping. Very much under control!
Sun Oct 08 18:16:16 +0000 2017,917091286607433728,135146,28144,False,Twitter for iPhone,,"I asked @VP Pence to leave stadium if any players kneeled, disrespecting our country. I am proud of him and @SecondLady Karen."
Sun Oct 08 14:13:19 +0000 2017,917030148867682304,66385,13716,False,Twitter for iPhone,,"...Hence, I would fully expect Corker to be a negative voice and stand in the way of our great agenda. Didn't have the guts to run!"
Sun Oct 08 14:09:00 +0000 2017,917029060471152640,60890,12830,False,Twitter for iPhone,,"..my endorsement). He also wanted to be Secretary of State, I said ""NO THANKS."" He is also largely responsible for the horrendous Iran Deal!"
Sun Oct 08 13:59:58 +0000 2017,917026789188399105,69266,15186,False,Twitter for iPhone,,"Senator Bob Corker ""begged"" me to endorse him for re-election in Tennessee. I said ""NO"" and he dropped out (said he could not win without..."
Sun Oct 08 13:49:11 +0000 2017,917024076165734401,36467,6541,False,Twitter for iPhone,,"#LasVegasStrong #USA🇺🇸
🎥https://t.co/4iGwdL4kia"
Sun Oct 08 12:41:44 +0000 2017,917007101519650817,0,18242,True,Twitter for iPhone,,RT @realDonaldTrump: More and more people are suggesting that Republicans (and me) should be given Equal Time on T.V. when you look at the…
Sat Oct 07 21:41:01 +0000 2017,916780428253687808,75987,12180,False,Twitter for iPhone,,Leaving the White House for the Great State of North Carolina. Big progress being made on many fronts!
Sat Oct 07 20:33:31 +0000 2017,916763438805848066,60168,12503,False,Twitter for iPhone,,Thanks for your support! https://t.co/iqUM1RfQso
Sat Oct 07 19:45:10 +0000 2017,916751271960436737,75919,17797,False,Twitter for iPhone,,"...hasn't worked, agreements violated before the ink was dry, makings fools of U.S. negotiators. Sorry, but only one thing will work!"
Sat Oct 07 19:40:17 +0000 2017,916750042014404608,72835,17900,False,Twitter for iPhone,,"Presidents and their administrations have been talking to North Korea for 25 years, agreements made and massive amounts of money paid......"
Sat Oct 07 19:31:42 +0000 2017,916747884716011521,35789,7596,False,Twitter for iPhone,,Will be joining @GovMikeHuckabee tonight at 8pmE on @TBN. Enjoy! https://t.co/Y5hGPpYZfl
Sat Oct 07 14:04:39 +0000 2017,916665576940097536,66371,14110,False,Twitter for iPhone,,"Our great team at @FEMA is prepared for #HurricaneNate. Everyone in LA, MS, AL, and FL please listen to your local authorities &amp; be safe!"
Sat Oct 07 13:24:48 +0000 2017,916655548623413248,73624,15842,False,Twitter for iPhone,,".@NBCNews is so knowingly inaccurate with their reporting. The good news is that the PEOPLE get it, which is really all that matters! Not #1"
Sat Oct 07 12:17:47 +0000 2017,916638685914951680,69224,12847,False,Twitter for iPhone,,"I called Chuck Schumer yesterday to see if the Dems want to do a great HealthCare Bill. ObamaCare is badly broken, big premiums. Who knows!"
Sat Oct 07 12:04:05 +0000 2017,916635236238274561,93933,18243,False,Twitter for iPhone,,More and more people are suggesting that Republicans (and me) should be given Equal Time on T.V. when you look at the one-sided coverage?
Sat Oct 07 12:00:18 +0000 2017,916634286811435008,75482,14619,False,Twitter for iPhone,,"Late Night host are dealing with the Democrats for their very ""unfunny"" &amp; repetitive material, always anti-Trump! Should we get Equal Time?"
Sat Oct 07 11:11:50 +0000 2017,916622087606980609,66977,12411,False,Twitter for iPhone,,"...contributions. The RNC is taking in far more $'s than the Dems, and much of it by my wonderful small donors. I am working hard for them!"
Sat Oct 07 11:05:56 +0000 2017,916620603741868032,67198,13579,False,Twitter for iPhone,,"Can't believe I finally got a good story in the @washingtonpost. It discusses the enthusiasm of ""Trump"" voters through campaign...."
Fri Oct 06 02:16:32 +0000 2017,916124989736308736,0,12211,True,Twitter for iPhone,,RT @FoxBusiness: #StockAlert: U.S. markets since the election https://t.co/1kwamJuizO
Fri Oct 06 02:15:36 +0000 2017,916124754620420097,0,8629,True,Twitter for iPhone,,RT @Scavino45: .@POTUS @realDonaldTrump in the Oval Office w/senior U.S. military leaders prior to dinner hosted by the President &amp; First L…
Fri Oct 06 01:58:27 +0000 2017,916120435762266114,92535,25717,False,Twitter for iPhone,,"Ralph Northam,who is running for Governor of Virginia,is fighting for the violent MS-13 killer gangs &amp; sanctuary cities.  Vote Ed Gillespie!"
Thu Oct 05 11:50:56 +0000 2017,915907150333009920,79704,18744,False,Twitter for iPhone,,Rex Tillerson never threatened to resign. This is Fake News put out by @NBCNews. Low news and reporting standards. No verification from me.
Thu Oct 05 11:09:50 +0000 2017,915896809536589824,157404,36546,False,Twitter for iPhone,,Stock Market hits an ALL-TIME high! Unemployment lowest in 16 years! Business and manufacturing enthusiasm at highest level in decades!
Thu Oct 05 10:59:40 +0000 2017,915894251967385600,93316,23334,False,Twitter for iPhone,,Why Isn't the Senate Intel Committee looking into the Fake News Networks in OUR country to see why so much of our news is just made up-FAKE!
Thu Oct 05 10:46:02 +0000 2017,915890821228048385,59426,10819,False,Twitter for iPhone,,Thank you! https://t.co/YMuqSvvTSB
Thu Oct 05 10:44:19 +0000 2017,915890389269254145,100016,15342,False,Twitter for iPhone,,"So wonderful to be in Las Vegas yesterday and meet with people, from police to doctors to the victims themselves, who I will never forget!"
Thu Oct 05 10:34:12 +0000 2017,915887841896484866,0,6346,True,Twitter for iPhone,,"RT @ABC: Pres. Trump: ""We cannot be defined by the evil that threatens us or the violence that incites such terror."" https://t.co/eduBJDysI…"
Thu Oct 05 10:31:39 +0000 2017,915887200767758337,0,10040,True,Twitter for iPhone,,"RT @Scavino45: .@POTUS &amp; @FLOTUS w/ @LVMPD Officer Cook, 2nd day on job, received gunshot wound to the right chest &amp; right arm, saving live…"
Thu Oct 05 10:31:24 +0000 2017,915887139048574976,0,8296,True,Twitter for iPhone,,RT @Scavino45: .@POTUS @realDonaldTrump and @FLOTUS Melania visit with @UMCSN patient Tiffany Huizarin Las Vegas earlier today. #VegasStron…
Thu Oct 05 10:30:40 +0000 2017,915886953194770433,0,11288,True,Twitter for iPhone,,RT @FoxNews: Geraldo Blasts 'Fake News' Reports About Trump's Visit to Puerto Rico https://t.co/9jO0D3BMvE
Thu Oct 05 01:08:28 +0000 2017,915745470689005573,111141,23561,False,Twitter for iPhone,,"On behalf of a GRATEFUL NATION, THANK YOU to all of the First Responders (HEROES) who saved countless lives in Las Vegas on Sunday night. https://t.co/ZxuMYWnNHv"
Wed Oct 04 23:36:37 +0000 2017,915722355757985792,96428,23468,False,Twitter for iPhone,,WE LOVE YOU LAS VEGAS! https://t.co/nxRWeR1gEz
Wed Oct 04 15:49:17 +0000 2017,915604746936967168,91338,13699,False,Twitter for iPhone,,I will be landing in Las Vegas shortly to pay my respects with @FLOTUS Melania. Everyone remains in our thoughts and prayers.
Wed Oct 04 15:18:28 +0000 2017,915596990674849792,69909,18225,False,Twitter for iPhone,,The @NBCNews story has just been totally refuted by Sec. Tillerson and @VP Pence. It is #FakeNews. They should issue an apology to AMERICA!
Wed Oct 04 14:47:53 +0000 2017,915589297096536065,95643,21975,False,Twitter for iPhone,,NBC news is #FakeNews and more dishonest than even CNN. They are a disgrace to good reporting. No wonder their news ratings are way down!
Wed Oct 04 11:29:43 +0000 2017,915539424406114304,157255,38432,False,Twitter for iPhone,,"Wow, so many Fake News stories today. No matter what I do or say, they will not write or speak truth. The Fake News Media is out of control!"
Wed Oct 04 10:25:58 +0000 2017,915523382686478337,88295,14940,False,Twitter for iPhone,,"A great day in Puerto Rico yesterday. While some of the news coverage is Fake, most showed great warmth and friendship."
Wed Oct 04 00:53:10 +0000 2017,915379231454003200,66953,14309,False,Twitter for iPhone,,My Administration will continue to work around the clock with Governor @RicardoRossello &amp; his team. Great progress being made! #PRStrong🇵🇷 https://t.co/1aL9YrwTvC
Wed Oct 04 00:28:24 +0000 2017,915372999385198592,0,8574,True,Twitter for iPhone,,RT @PressSec: .@POTUS and @FLOTUS meet w/ some of America's finest on the USS Kearsarge off the coast of PR. https://t.co/sR3Jd6rvNK
Wed Oct 04 00:27:11 +0000 2017,915372694060830721,0,11139,True,Twitter for iPhone,,RT @seanhannity: Tonight the truth about how despicable the media and the left are in America today. We will name names. 9 est Hannity Fox…
Wed Oct 04 00:26:36 +0000 2017,915372545704173570,0,8271,True,Twitter for iPhone,,RT @IvankaTrump: 3/4: This Administration is deeply committed to those who serve &amp; their families who make it possible through their love a…
Wed Oct 04 00:25:34 +0000 2017,915372286575816705,0,8211,True,Twitter for iPhone,,RT @billoreilly: FNC dominated ratings last night. MSNBC-disaster demonstrating folks don't trust the network. https://t.co/rryWmyXe7C toni…
Wed Oct 04 00:24:02 +0000 2017,915371898774618112,0,14844,True,Twitter for iPhone,,RT @Jenniffer2012: Thank you @realDonaldTrump for all the help you are providing for Puerto Rico. We’re are grateful and happy to welcome y…
Wed Oct 04 00:20:48 +0000 2017,915371086249971712,104356,16656,False,Twitter for iPhone,,"It is a ""miracle"" how fast the Las Vegas Metropolitan Police were able to find the demented shooter and stop him from even more killing!"
Tue Oct 03 23:02:51 +0000 2017,915351470354108417,59757,12299,False,Twitter for iPhone,,"So proud of @FEMA, Military, and First Responders! Thank you! https://t.co/kWVMqVelri"
Tue Oct 03 21:59:58 +0000 2017,915335645719121920,38977,7410,False,Twitter for iPhone,,Great meeting with Governor Mapp of the #USVI. He is very thankful for the great job done by @FEMA and First Responders. https://t.co/AtBGEpDF9C
Tue Oct 03 21:22:19 +0000 2017,915326171063242752,74460,13863,False,Twitter for iPhone,,Leaving Puerto Rico now for D.C. Will be in Las Vegas early tomorrow to pay my respects. Everyone is in my thoughts and prayers. https://t.co/dBvZUIUfr0
Tue Oct 03 11:40:47 +0000 2017,915179824012042241,212403,43026,False,Twitter for iPhone,,I am so proud of our great Country. God bless America!
Mon Oct 02 11:11:37 +0000 2017,914810093874671617,317744,75476,False,Twitter for iPhone,,My warmest condolences and sympathies to the victims and families of the terrible Las Vegas shooting. God bless you!
Mon Oct 02 01:22:34 +0000 2017,914661855947366406,69743,12152,False,Media Studio,,Congratulations to #TeamUSA🇺🇸🏆on your great @PresidentsCup victory! https://t.co/fZeP1e9mo7
Sun Oct 01 19:01:19 +0000 2017,914565910798782465,188927,47699,False,Twitter for iPhone,,"Being nice to Rocket Man hasn't worked in 25 years, why would it work now? Clinton failed, Bush failed, and Obama failed. I won't fail."
Sun Oct 01 14:31:15 +0000 2017,914497947517227008,62997,14060,False,Twitter for iPhone,25073877,"...Save your energy Rex, we'll do what has to be done!"
Sun Oct 01 14:30:59 +0000 2017,914497877543735296,102671,25389,False,Twitter for iPhone,,"I told Rex Tillerson, our wonderful Secretary of State, that he is wasting his time trying to negotiate with Little Rocket Man..."
Sun Oct 01 12:30:17 +0000 2017,914467502251528192,75918,14147,False,Twitter for iPhone,,...for safety. Thank you to the Governor of P.R. and to all of those who are working so closely with our First Responders. Fantastic job!
Sun Oct 01 12:26:26 +0000 2017,914466534365569025,80679,16034,False,Twitter for iPhone,,...people are now starting to recognize the amazing work that has been done by FEMA and our great Military. All buildings now inspected.....
Sun Oct 01 12:22:14 +0000 2017,914465475777695744,81847,18284,False,Twitter for iPhone,,"We have done a great job with the almost impossible situation in Puerto Rico. Outside of the Fake News or politically motivated ingrates,..."
Sun Oct 01 12:05:25 +0000 2017,914461244702232577,0,17122,True,Twitter for iPhone,,"RT @SLandinSoCal: When you kneel for our #NationalAnthem, you aren't protesting a specific issue, you are protesting our Nation and EVERYTH…"
Sun Oct 01 02:08:00 +0000 2017,914310901855129601,116343,31731,False,Twitter for iPhone,,"19,000 RESPECTING our National Anthem! #StandForOurAnthem🇺🇸 https://t.co/czutyGaMQV"
Sat Sep 30 23:24:18 +0000 2017,914269704440737792,47140,7441,False,Twitter for iPhone,,"In analyzing the Alabama Primary race,FAKE NEWS always fails to mention that the candidate I endorsed went up MANY points after endorsement!"
Sat Sep 30 23:16:31 +0000 2017,914267744345972737,1416,294,False,Twitter for iPhone,,"In analyzing the Alabama Primary race, Fake News always fails to mention that the candidate I endorsed went up MANY points after Election!"
Sat Sep 30 22:46:47 +0000 2017,914260261304860672,93394,32181,False,Media Studio,,"Because of #FakeNews my people are not getting the credit they deserve for doing a great job. As seen here, they are ALL doing a GREAT JOB! https://t.co/1ltW2t3rwy"
Sat Sep 30 22:26:55 +0000 2017,914255264282480640,124557,27313,False,Twitter for iPhone,,"Very important that NFL players STAND tomorrow, and always, for the playing of our National Anthem. Respect our Flag and our Country!"
Sat Sep 30 22:15:02 +0000 2017,914252271982178306,66915,13067,False,Twitter for iPhone,,I will be in PR on Tues. to further ensure we continue doing everything possible to assist &amp; support the people in their time of great need.
Sat Sep 30 20:37:10 +0000 2017,914227642131509248,77057,17587,False,Twitter for iPhone,,Results of recovery efforts will speak much louder than complaints by San Juan Mayor. Doing everything we can to help great people of PR!
Sat Sep 30 19:57:29 +0000 2017,914217658517737472,67512,13930,False,Twitter for iPhone,,We must all be united in offering assistance to everyone suffering in Puerto Rico and elsewhere in the wake of this terrible disaster.
Sat Sep 30 19:56:46 +0000 2017,914217477495717889,35928,7855,False,Twitter for iPhone,25073877,"@ricardorossello ......#FakeNews critics are working overtime, but we're getting great marks from the people that truly matter! 
#PRStrong🇵🇷"
Sat Sep 30 19:55:20 +0000 2017,914217117695795201,46164,9861,False,Twitter for iPhone,,"My Administration, Governor @RicardoRossello, and many others are working together to help the people of Puerto Rico in every way..."
Sat Sep 30 19:53:51 +0000 2017,914216744385904640,63449,16067,False,Twitter for iPhone,,"To the people of Puerto Rico:
Do not believe the #FakeNews!
#PRStrong🇵🇷"
Sat Sep 30 19:43:54 +0000 2017,914214237584674816,62251,12916,False,Twitter for iPhone,,Congresswoman Jennifer Gonzalez-Colon of Puerto Rico has been wonderful to deal with and a great representative of the people. Thank you!
Sat Sep 30 19:30:17 +0000 2017,914210813237489666,60555,13429,False,Twitter for iPhone,,Just spoke to Governor Kenneth Mapp of the U.S. Virgin Islands who stated that #FEMA and Military are doing a GREAT job! Thank you Governor!
Sat Sep 30 19:19:36 +0000 2017,914208123564494850,66359,14056,False,Twitter for iPhone,,"The Governor of Puerto Rico, Ricardo Rossello, is a great guy and leader who is really working hard. Thank you Ricky!"
Sat Sep 30 18:04:59 +0000 2017,914189344533024768,76847,16910,False,Twitter for iPhone,,"Despite the Fake News Media in conjunction with the Dems, an amazing job is being done in Puerto Rico. Great people!"
Sat Sep 30 12:07:09 +0000 2017,914099295963553792,91112,24633,False,Twitter for iPhone,,The Fake News Networks are working overtime in Puerto Rico doing their best to take the spirit away from our soldiers and first R's. Shame!
Sat Sep 30 11:55:46 +0000 2017,914096428879933440,68989,13824,False,Twitter for iPhone,,I will be going to Puerto Rico on Tuesday with Melania. Will hopefully be able to stop at the U.S. Virgin Islands (people working hard).
Sat Sep 30 11:48:36 +0000 2017,914094625488502784,80326,20901,False,Twitter for iPhone,,"Fake News CNN and NBC are going out of their way to disparage our great First Responders as a way to ""get Trump."" Not fair to FR or effort!"
Sat Sep 30 11:41:09 +0000 2017,914092750924128262,0,10892,True,Twitter for iPhone,,"RT @FLOTUS: Thank you to all who participated in today's discussion on opioid abuse. By talking about it, we can start to make a real diffe…"
Sat Sep 30 11:40:42 +0000 2017,914092638403485696,0,7095,True,Twitter for iPhone,,RT @DeptofDefense: VIDEO: Elements of the #DoD and @FEMA are providing humanitarian relief for #PuertoRico 🇵🇷  and #USVI 🇻🇮 . https://t.co/…
Sat Sep 30 11:39:45 +0000 2017,914092399378526209,0,7423,True,Twitter for iPhone,,"RT @usairforce: ⚡️ “#AirForce relief efforts in #PuertoRico &amp; #VirginIslands”

https://t.co/gonmsZusSe"
Sat Sep 30 11:35:00 +0000 2017,914091203855048704,0,8730,True,Twitter for iPhone,,"RT @USCGSoutheast: .@USCG crews worked together with the @RedCross, @fema, and members of local #police, #fire and #government to distribut…"
Sat Sep 30 11:33:59 +0000 2017,914090947180470272,62065,13685,False,Twitter for iPhone,,"The military and first responders, despite no electric, roads, phones etc., have done an amazing job. Puerto Rico was totally destroyed."
Sat Sep 30 11:29:47 +0000 2017,914089888596754434,68824,15627,False,Twitter for iPhone,,"...want everything to be done for them when it should be a community effort. 10,000 Federal workers now on Island doing a fantastic job."
Sat Sep 30 11:26:16 +0000 2017,914089003745468417,56243,15502,False,Twitter for iPhone,,"...Such poor leadership ability by the Mayor of San Juan, and others in Puerto Rico, who are not able to get their workers to help. They...."
Sat Sep 30 11:19:14 +0000 2017,914087234869047296,69941,21828,False,Twitter for iPhone,,"The Mayor of San Juan, who was very complimentary only a few days ago, has now been told by the Democrats that you must be nasty to Trump."
Sat Sep 30 01:33:27 +0000 2017,913939816236093440,0,7600,True,Twitter for iPhone,,"RT @Scavino45: #USNSComfort en route to #PuertoRico, from Norfolk, Virginia to support Hurricane Maria relief efforts. 🇺🇸🇵🇷 https://t.co/HW…"
Sat Sep 30 01:32:52 +0000 2017,913939669800202240,0,8024,True,Twitter for iPhone,,"RT @Scavino45: Under POTUS' @realDonaldTrump 
☑️S&amp;P 500 38th📈Record High 
☑️NASDAQ 44th📈Record High
☑️#MakeAmericaGreatAgain🇺🇸 https://t.co…"
Sat Sep 30 01:30:27 +0000 2017,913939062276358149,0,4965,True,Twitter for iPhone,,"RT @Scavino45: ""Manufacturer Optimism Hits Record High After #TaxReform Plan Revealed"" https://t.co/RbVmEe4sqq"
Sat Sep 30 01:30:08 +0000 2017,913938985449328641,0,5593,True,Twitter for iPhone,,"RT @Scavino45: POTUS' @realDonaldTrump on Hurricane Response Efforts in #PuertoRico on Instagram, part of 9/29/17 Weekly Address.
🎥https://…"
Sat Sep 30 01:29:20 +0000 2017,913938781434204160,0,6000,True,Twitter for iPhone,,RT @EricTrump: Congratulations @SeanHannity! Looking forward to being on the show tonight at 9pmET  Hannity beats Maddow - POLITICO https:/…
Sat Sep 30 01:28:35 +0000 2017,913938593370042368,0,2957,True,Twitter for iPhone,,RT @FoxNews: TUNE IN: @EricTrump joins @seanhannity TONIGHT at 9p ET on @FoxNews Channel! #Hannityat9 https://t.co/foDzkcAKJe
Sat Sep 30 01:24:10 +0000 2017,913937483515269120,0,5516,True,Twitter for iPhone,,RT @LouDobbs: #AmericaFirst- @KellyannePolls: The Middle Class &amp; businesses will benefit from @POTUS' historic tax revolution. #Dobbs #MAGA…
Fri Sep 29 23:03:31 +0000 2017,913902084461916161,4459,1524,False,Twitter for iPhone,184826835,"@IMPDnews @POTUS THANK YOU to the amazing Indianapolis Metropolitan Police Department and all law enforcement officers, for all you do 24/7/365! #LESM https://t.co/XFqxbMBEbP"
Fri Sep 29 22:23:31 +0000 2017,913892019847778305,28982,6411,False,Media Studio,,"Join me for my #WeeklyAddress🇺🇸
https://t.co/QeeKnFuHue https://t.co/NnM2jOkEs0"
Fri Sep 29 22:10:07 +0000 2017,913888647631577088,53021,12029,False,Twitter for iPhone,,"My thoughts are with all those observing Yom Kippur, the holiest day of the Jewish year. https://t.co/0LuZCZl29D"
Fri Sep 29 20:02:02 +0000 2017,913856413541138432,31256,6469,False,Twitter for iPhone,,Thank you @ShopFloorNAM. An honor to be with you today. Great news! Manufacturers report record-high economic optimism in 2017. #TaxReform https://t.co/4sgMWGotOF
